1/2, -13/32
85/139, -15959287710/51888844699
85/141, -17692781960/55730836701
85/142, -18602440485/57735339232
85/143, -19541322010/59797108943
85/144, -20509890635/61917364224
85/146, -22537955785/66338290976
85/147, -23598390710/68641485507
85/148, -24690389535/71008211968
85/149, -25814426560/73439775749
85/151, -28160522610/78502725751
85/152, -29383540435/81136812032
85/154, -31931927985/86617093024
85/156, -34620024935/92389579776
85/157, -36017687160/95388992557
85/158, -37451748085/98465804768
85/159, -38922702410/101621504799
85/161, -41977280260/108175616801
85/162, -43561903385/111577100832
85/163, -45185419110/115063617043
85/164, -46848332335/118636749824
85/166, -50294381085/126049300576
85/167, -52078536610/129891985607
85/168, -53904129635/133827821568
85/169, -55771675260/137858491849
85/171, -59634694910/146211169851
85/172, -61631209335/150536645632
85/173, -63671757160/154963892093
85/174, -65756863685/159494694624
85/176, -70062864235/168874213376
85/177, -72284819060/173726604657
85/178, -74553454185/178689902368
85/179, -76869305110/183765996899
85/181, -81644806560/194264244901
85/182, -84105538285/199690286432
85/183, -86615648210/205236901143
85/184, -89175682035/210906087424
85/186, -94447714385/222620278176
85/188, -99926041735/234849287168
85/189, -102743951960/241162079949
85/191, -108540055210/254194901951
85/192, -111519370235/260919263232
85/193, -114553612260/267785184193
85/194, -117643347385/274794888224
85/196, -123991571535/289254654976
85/197, -127251202960/296709280757
85/198, -130568612285/304316815968
85/199, -133944375810/312079600999
86, 4220201890
86/3, 3300960962/243
86/5, 2445699906/3125
86/7, 1652932642/16807
86/9, 921140066/59049
86/11, 248770050/161051
86/13, -365762558/371293
86/15, -924075934/759375
86/17, -1427821278/1419857
86/19, -1878682814/2476099
86/21, -2278377790/4084101
86/23, -2628656478/6436343
86/25, -2931302174/9765625
86/27, -3188131198/14348907
86/29, -3400992894/20511149
86/31, -3571769630/28629151
86/33, -3702376798/39135393
86/35, -3794762814/52521875
86/37, -3850909118/69343957
86/39, -3872830174/90224199
86/41, -3862573470/115856201
86/45, -3753881854/184528125
86/47, -3659707038/229345007
86/49, -3541874654/282475249
86/51, -3402597310/345025251
86/53, -3244120638/418195493
86/55, -3068723294/503284375
86/57, -2878716958/601692057
86/59, -2676446334/714924299
86/61, -2464289150/844596301
86/63, -2244656158/992436543
86/65, -2019991134/1160290625
86/67, -1792770878/1350125107
86/69, -1565505214/1564031349
86/71, -1340736990/1804229351
86/73, -1121042078/2073071593
86/75, -909029374/2373046875
86/77, -707340798/2706784157
86/79, -518651294/3077056399
86/81, -345668830/3486784401
86/83, -191134398/3939040643
86/85, -57822014/4437053125
86/87, 51461282/4984209207
86/89, 133875426/5584059449
86/91, 186547330/6240321451
86/93, 206570882/6956883693
86/95, 191006946/7737809375
86/97, 136883362/8587340257
86/99, 41194946/9509900499
86/101, -99096510/10510100501
86/103, -287062238/11592740743
86/105, -525806494/12762815625
86/107, -818466558/14025517307
86/109, -1168212734/15386239549
86/111, -1578248350/16850581551
86/113, -2051809758/18424351793
86/115, -2592166334/20113571875
86/117, -3202620478/21924480357
86/119, -3886507614/23863536599
86/121, -4647196190/25937424601
86/123, -5488087678/28153056843
86/125, -6412616574/30517578125
86/127, -7424250398/33038369407
86/131, -9722868030/38579489651
86/133, -11016951998/41615795893
86/135, -12412341214/44840334375
86/137, -13912668318/48261724457
86/139, -15521598974/51888844699
86/141, -17242831870/55730836701
86/143, -19080098718/59797108943
86/145, -21037164254/64097340625
86/147, -23117826238/68641485507
86/149, -25325915454/73439775749
86/151, -27665295710/78502725751
86/153, -30139863838/83841135993
86/155, -32753549694/89466096875
86/157, -35510316158/95388992557
86/159, -38414159134/101621504799
86/161, -41469107550/108175616801
86/163, -44679223358/115063617043
86/165, -48048601534/122298103125
86/167, -51581370078/129891985607
86/169, -55281690014/137858491849
86/171, -59153755390/146211169851
86/173, -63201793278/154963892093
86/175, -67430063774/164130859375
86/177, -71842859998/173726604657
86/179, -76444508094/183765996899
86/181, -81239367230/194264244901
86/183, -86231829598/205236901143
86/185, -91426320414/216699865625
86/187, -96827297918/228669389707
86/189, -102439253374/241162079949
86/191, -108266711070/254194901951
86/193, -114314228318/267785184193
86/195, -120586395454/281950621875
86/197, -127087835838/296709280757
86/199, -133823205854/312079600999
87, 4477131534
87/2, 3986992065/32
87/4, 3056786499/1024
87/5, 2616344562/3125
87/7, 1783827120/16807
87/8, 1391363247/32768
87/10, 653038617/100000
87/11, 306776964/161051
87/13, -340962918/371293
87/14, -642854571/537824
87/16, -1203730521/1048576
87/17, -1463140770/1419857
87/19, -1940986356/2476099
87/20, -2159860173/3200000
87/22, -2558621715/5153632
87/23, -2738960448/6436343
87/25, -3062697018/9765625
87/26, -3206558391/11881376
87/28, -3459441813/17210368
87/31, -3755254776/28629151
87/32, -3832560105/33554432
87/34, -3956703711/45435424
87/35, -4004043108/52521875
87/37, -4070525550/69343957
87/38, -4090182243/79235168
87/40, -4103626353/102400000
87/41, -4097939946/115856201
87/43, -4063081308/147008443
87/44, -4034447781/164916224
87/46, -3956134731/205962976
87/47, -3907006440/229345007
87/49, -3790200066/282475249
87/50, -3723085743/312500000
87/52, -3572859885/380204032
87/53, -3490324638/418195493
87/55, -3311865888/503284375
87/56, -3216531201/550731776
87/59, -2909682636/714924299
87/61, -2690768886/844596301
87/62, -2577925275/916132832
87/64, -2347014921/1073741824
87/65, -2229574578/1160290625
87/67, -1992305220/1350125107
87/68, -1873115133/1453933568
87/70, -1635237123/1680700000
87/71, -1517200656/1804229351
87/73, -1284577098/2073071593
87/74, -1170653991/2219006624
87/76, -949260741/2535525376
87/77, -842467110/2706784157
87/79, -638392776/3077056399
87/80, -541801113/3276800000
87/82, -361247055/3707398432
87/83, -277986228/3939040643
87/85, -127266558/4437053125
87/86, -60521811/4704270176
87/88, 53936607/5277319168
87/89, 100923654/5584059449
87/91, 172581204/6240321451
87/92, 196512555/6590815232
87/94, 218716869/7339040224
87/95, 216238152/7737809375
87/97, 182224110/8587340257
87/98, 149924577/9039207968
87/100, 52814307/10000000000
87/101, -12773166/10510100501
87/103, -179970288/11592740743
87/104, -282369201/12166529024
87/106, -526756551/13382255776
87/107, -669546780/14025517307
87/109, -998340486/15386239549
87/110, -1185158283/16105100000
87/112, -1605687225/17623416832
87/113, -1840225218/18424351793
87/115, -2359931028/20113571875
87/118, -3272375283/22877577568
87/119, -3613657056/23863536599
87/121, -4354492506/25937424601
87/122, -4754910615/27027081632
87/124, -5617924341/29316250624
87/125, -6081396918/30517578125
87/127, -7074481560/33038369407
87/128, -7604983113/34359738368
87/130, -8736144063/37129300000
87/131, -9337705476/38579489651
87/133, -10615060878/41615795893
87/134, -11291769411/43204003424
87/136, -12723550161/46525874176
87/137, -13479549450/48261724457
87/139, -15074099196/51888844699
87/140, -15913589253/53782400000
87/142, -17679364395/57735339232
87/143, -18606601608/59797108943
87/146, -21571468431/66338290976
87/148, -23705514573/71008211968
87/149, -24821240766/73439775749
87/151, -27152558016/78502725751
87/152, -28369138785/81136812032
87/154, -30906634551/86617093024
87/155, -32228551788/89466096875
87/157, -34981246230/95388992557
87/158, -36413038203/98465804768
87/160, -39390064233/104857600000
87/161, -40936325586/108175616801
87/163, -44146928868/115063617043
87/164, -45812310621/118636749824
87/166, -49265849571/126049300576
87/167, -51055059120/129891985607
87/169, -54761004906/137858491849
87/170, -56678806023/141985700000
87/172, -60646742565/150536645632
87/173, -62697955398/154963892093
87/175, -66937579368/164130859375
87/176, -69127080441/168874213376
87/178, -73648201263/178689902368
87/179, -75980923476/183765996899
87/181, -80793463326/194264244901
87/182, -83274395955/199690286432
87/184, -88388389761/210906087424
87/185, -91022578458/216699865625
87/187, -96448173900/228669389707
87/188, -99240720693/234849287168
87/190, -104988178203/247609900000
87/191, -107944241496/254194901951
87/193, -114023934258/267785184193
87/194, -117148728831/274794888224
87/196, -123571142781/289254654976
87/197, -126869939790/296709280757
87/199, -133645673616/312079600999
88, 4746421416
88/3, 3737030440/243
88/5, 2796241448/3125
88/7, 1922500008/16807
88/9, 1114217896/59049
88/13, -312490200/371293
88/15, -934261592/759375
88/17, -1497264472/1419857
88/19, -2003256024/2476099
88/21, -2454027224/4084101
88/23, -2851402840/6436343
88/25, -3197241432/9765625
88/27, -3493435352/14348907
88/29, -3741910744/20511149
88/31, -3944627544/28629151
88/35, -4220794072/52521875
88/37, -4298332632/69343957
88/39, -4338290264/90224199
88/41, -4342795864/115856201
88/43, -4314012120/147008443
88/45, -4254135512/184528125
88/47, -4165396312/229345007
88/49, -4050058584/282475249
88/51, -3910420184/345025251
88/53, -3748812760/418195493
88/57, -3369186392/601692057
88/59, -3155999704/714924299
88/61, -2930508504/844596301
88/63, -2695213400/992436543
88/65, -2452648792/1160290625
88/67, -2205382872/1350125107
88/69, -1956017624/1564031349
88/71, -1707188824/1804229351
88/73, -1461566040/2073071593
88/75, -1221852632/2373046875
88/79, -771136344/3077056399
88/81, -565709144/3486784401
88/83, -377342680/3939040643
88/85, -208909272/4437053125
88/87, -63315032/4984209207
88/89, 56500136/5584059449
88/91, 147562536/6240321451
88/93, 206864680/6956883693
88/95, 231365288/7737809375
88/97, 217989288/8587340257
88/101, 65138216/10510100501
88/103, -80655960/11592740743
88/105, -276964952/12762815625
88/107, -527032792/14025517307
88/109, -834137304/15386239549
88/111, -1201590104/16850581551
88/113, -1632736600/18424351793
88/115, -2130955992/20113571875
88/117, -2699661272/21924480357
88/119, -3342299224/23863536599
88/123, -4863329240/28153056843
88/125, -5748783832/30517578125
88/127, -6722296152/33038369407
88/129, -7787481944/35723051649
88/131, -8947990744/38579489651
88/133, -10207505880/41615795893
88/135, -11569744472/44840334375
88/137, -13038457432/48261724457
88/139, -14617429464/51888844699
88/141, -16310479064/55730836701
88/145, -20054253912/64097340625
88/147, -22112785112/68641485507
88/149, -24301005784/73439775749
88/151, -26622903384/78502725751
88/153, -29082499160/83841135993
88/155, -31683848152/89466096875
88/157, -34431039192/95388992557
88/159, -37328194904/101621504799
88/161, -40379471704/108175616801
88/163, -43589059800/115063617043
88/167, -50500099672/129891985607
88/169, -54210100824/137858491849
88/171, -58095512024/146211169851
88/173, -62160692440/154963892093
88/175, -66410035032/164130859375
88/177, -70847966552/173726604657
88/179, -75478947544/183765996899
88/181, -80307472344/194264244901
88/183, -85338069080/205236901143
88/185, -90575299672/216699865625
88/189, -101688079064/241162079949
88/191, -107572920664/254194901951
88/193, -113682981720/267785184193
88/195, -120022993112/281950621875
88/197, -126597719512/296709280757
88/199, -133411959384/312079600999
89, 5028512104
89/2, 4491102603/32
89/3, 3971637638/243
89/4, 3469921765/1024
89/5, 2985757404/3125
89/6, 2518944839/7776
89/7, 2069282218/16807
89/8, 1636565553/32768
89/9, 1220588720/59049
89/10, 821143459/100000
89/11, 438019374/161051
89/12, 71003933/248832
89/13, -280117532/371293
89/14, -615561825/537824
89/15, -935547886/759375
89/16, -1240296791/1048576
89/17, -1530031752/1419857
89/18, -1804978117/1889568
89/19, -2065363370/2476099
89/20, -2311417131/3200000
89/21, -2543371156/4084101
89/22, -2761459337/5153632
89/23, -2965917702/6436343
89/24, -3156984415/7962624
89/25, -3334899776/9765625
89/26, -3499906221/11881376
89/27, -3652248322/14348907
89/28, -3792172787/17210368
89/29, -3919928460/20511149
89/30, -4035766321/24300000
89/31, -4139939486/28629151
89/32, -4232703207/33554432
89/33, -4314314872/39135393
89/34, -4385034005/45435424
89/35, -4445122266/52521875
89/36, -4494843451/60466176
89/37, -4534463492/69343957
89/38, -4564250457/79235168
89/39, -4584474550/90224199
89/40, -4595408111/102400000
89/41, -4597325616/115856201
89/42, -4590503677/130691232
89/43, -4575221042/147008443
89/44, -4551758595/164916224
89/45, -4520399356/184528125
89/46, -4481428481/205962976
89/47, -4435133262/229345007
89/48, -4381803127/254803968
89/49, -4321729640/282475249
89/50, -4255206501/312500000
89/51, -4182529546/345025251
89/52, -4103996747/380204032
89/53, -4019908212/418195493
89/54, -3930566185/459165024
89/55, -3836275046/503284375
89/56, -3737341311/550731776
89/57, -3634073632/601692057
89/58, -3526782797/656356768
89/59, -3415781730/714924299
89/60, -3301385491/777600000
89/61, -3183911276/844596301
89/62, -3063678417/916132832
89/63, -2941008382/992436543
89/64, -2816224775/1073741824
89/65, -2689653336/1160290625
89/66, -2561621941/1252332576
89/67, -2432460602/1350125107
89/68, -2302501467/1453933568
89/69, -2172078820/1564031349
89/70, -2041529081/1680700000
89/71, -1911190806/1804229351
89/72, -1781404687/1934917632
89/73, -1652513552/2073071593
89/74, -1524862365/2219006624
89/75, -1398798226/2373046875
89/76, -1274670371/2535525376
89/77, -1152830172/2706784157
89/78, -1033631137/2887174368
89/79, -917428910/3077056399
89/80, -804581271/3276800000
89/81, -695448136/3486784401
89/82, -590391557/3707398432
89/83, -489775722/3939040643
89/84, -393966955/4182119424
89/85, -303333716/4437053125
89/86, -218246601/4704270176
89/87, -139078342/4984209207
89/88, -66203807/5277319168
89/90, 59153939/5904900000
89/91, 110876734/6240321451
89/92, 154784973/6590815232
89/93, 190493108/6956883693
89/94, 217613455/7339040224
89/95, 235756194/7737809375
89/96, 244529369/8153726976
89/97, 243538888/8587340257
89/98, 232388523/9039207968
89/99, 210679910/9509900499
89/100, 178012549/10000000000
89/101, 133983804/10510100501
89/102, 78188903/11040808032
89/103, 10220938/11592740743
89/104, -70329135/12166529024
89/105, -163872496/12762815625
89/106, -270822461/13382255776
89/107, -391594482/14025517307
89/108, -526606147/14693280768
89/109, -676277180/15386239549
89/110, -841029441/16105100000
89/111, -1021286926/16850581551
89/112, -1217475767/17623416832
89/113, -1430024232/18424351793
89/114, -1659362725/19254145824
89/115, -1905923786/20113571875
89/116, -2170142091/21003416576
89/117, -2452454452/21924480357
89/118, -2753299817/22877577568
89/119, -3073119270/23863536599
89/120, -3412356031/24883200000
89/121, -3771455456/25937424601
89/122, -4150865037/27027081632
89/123, -4551034402/28153056843
89/124, -4972415315/29316250624
89/125, -5415461676/30517578125
89/126, -5880629521/31757969376
89/127, -6368377022/33038369407
89/128, -6879164487/34359738368
89/129, -7413454360/35723051649
89/130, -7971711221/37129300000
89/131, -8554401786/38579489651
89/132, -9161994907/40074642432
89/133, -9794961572/41615795893
89/134, -10453774905/43204003424
89/135, -11138910166/44840334375
89/136, -11850844751/46525874176
89/137, -12590058192/48261724457
89/138, -13357032157/50049003168
89/139, -14152250450/51888844699
89/140, -14976199011/53782400000
89/141, -15829365916/55730836701
89/142, -16712241377/57735339232
89/143, -17625317742/59797108943
89/144, -18569089495/61917364224
89/145, -19544053256/64097340625
89/146, -20550707781/66338290976
89/147, -21589553962/68641485507
89/148, -22661094827/71008211968
89/149, -23765835540/73439775749
89/150, -24904283401/75937500000
89/151, -26076947846/78502725751
89/152, -27284340447/81136812032
89/153, -28526974912/83841135993
89/154, -29805367085/86617093024
89/155, -31120034946/89466096875
89/156, -32471498611/92389579776
89/157, -33860280332/95388992557
89/158, -35286904497/98465804768
89/159, -36751897630/101621504799
89/160, -38255788391/104857600000
89/161, -39799107576/108175616801
89/162, -41382388117/111577100832
89/163, -43006165082/115063617043
89/164, -44670975675/118636749824
89/165, -46377359236/122298103125
89/166, -48125857241/126049300576
89/167, -49917013302/129891985607
89/168, -51751373167/133827821568
89/169, -53629484720/137858491849
89/170, -55551897981/141985700000
89/171, -57519165106/146211169851
89/172, -59531840387/150536645632
89/173, -61590480252/154963892093
89/174, -63695643265/159494694624
89/175, -65847890126/164130859375
89/176, -68047783671/168874213376
89/177, -70295888872/173726604657
89/179, -74939004810/183765996899
89/180, -77335156171/188956800000
89/181, -79781800436/194264244901
89/182, -82279513257/199690286432
89/183, -84828872422/205236901143
89/184, -87430457855/210906087424
89/185, -90084851616/216699865625
89/186, -92792637901/222620278176
89/187, -95554403042/228669389707
89/188, -98370735507/234849287168
89/189, -101242225900/241162079949
89/190, -104169466961/247609900000
89/191, -107153053566/254194901951
89/192, -110193582727/260919263232
89/193, -113291653592/267785184193
89/194, -116447867445/274794888224
89/195, -119662827706/281950621875
89/196, -122937139931/289254654976
89/197, -126271411812/296709280757
89/198, -129666253177/304316815968
89/199, -133122275990/312079600999
90, 5323854510
90/7, 2224513710/16807
90/11, 511784910/161051
90/13, -243610290/371293
90/17, -1561275090/1419857
90/19, -2127173490/2476099
90/23, -3082433490/6436343
90/29, -4103011890/20511149
90/31, -4341238290/28629151
90/37, -4779048690/69343957
90/41, -4861711890/115856201
90/43, -4846915890/147008443
90/47, -4716473490/229345007
90/49, -4605492690/282475249
90/53, -4303935090/418195493
90/59, -3689415090/714924299
90/61, -3451383090/844596301
90/67, -2673999090/1350125107
90/71, -2129700690/1804229351
90/73, -1857929490/2073071593
90/77, -1329139890/2706784157
90/79, -1077823890/3077056399
90/83, -615864690/3939040643
90/89, -69190290/5584059449
90/91, 61900110/6240321451
90/97, 258222510/8587340257
90/101, 193098510/10510100501
90/103, 91988910/11592740743
90/107, -263914290/14025517307
90/109, -525447090/15386239549
90/113, -1232782290/18424351793
90/119, -2806817490/23863536599
90/121, -3482508690/25937424601
90/127, -6013423890/33038369407
90/131, -8157634290/38579489651
90/133, -9378120690/41615795893
90/137, -12135036690/48261724457
90/139, -13679242290/51888844699
90/143, -17118847890/59797108943
90/149, -23216376690/73439775749
90/151, -25515329490/78502725751
90/157, -33269578290/95388992557
90/161, -39195819090/108175616801
90/163, -42398818290/115063617043
90/167, -49306347090/129891985607
90/169, -53019689490/137858491849
90/173, -60987821490/154963892093
90/179, -74361547890/183765996899
90/181, -79216882290/194264244901
90/187, -95040480690/228669389707
90/191, -106684975890/254194901951
90/193, -112850263890/267785184193
90/197, -125891285490/296709280757
90/199, -132776868690/312079600999
91, 5632910010
91/2, 5044891397/32
91/3, 4476063592/243
91/4, 3926222391/1024
91/5, 3395161406/3125
91/6, 2882672065/7776
91/8, 1912563107/32768
91/9, 1454515426/59049
91/10, 1014183261/100000
91/11, 591347120/161051
91/12, 185785327/248832
91/15, -929503484/759375
91/16, -1268228325/1048576
91/17, -1590819958/1419857
91/18, -1897513163/1889568
91/19, -2188544904/2476099
91/20, -2464154329/3200000
91/22, -2970073743/5153632
91/23, -3200872948/6436343
91/24, -3417228269/7962624
91/25, -3619389774/9765625
91/27, -3982142528/14348907
91/29, -4291175434/20511149
91/30, -4426195319/24300000
91/31, -4548567660/28629151
91/32, -4658557813/33554432
91/33, -4756433318/39135393
91/34, -4842463899/45435424
91/36, -4980080105/60466176
91/37, -5032216098/69343957
91/38, -5073607903/79235168
91/40, -5125283709/102400000
91/41, -5136135550/115856201
91/43, -5129303088/147008443
91/44, -5112199729/164916224
91/45, -5086362554/184528125
91/46, -5052087495/205962976
91/47, -5009672668/229345007
91/48, -4959418373/254803968
91/50, -4836603499/312500000
91/51, -4764654440/345025251
91/53, -4601218258/418195493
91/54, -4510355759/459165024
91/55, -4413817044/503284375
91/57, -4204984238/601692057
91/58, -4093332243/656356768
91/59, -3977288224/714924299
91/60, -3857178689/777600000
91/61, -3733332330/844596301
91/62, -3606080023/916132832
91/64, -3342691989/1073741824
91/66, -3069705275/1252332576
91/67, -2930462808/1350125107
91/68, -2789845513/1453933568
91/69, -2648199554/1564031349
91/71, -2363217220/1804229351
91/72, -2220584093/1934917632
91/73, -2078328798/2073071593
91/74, -1936808419/2219006624
91/75, -1796382224/2373046875
91/76, -1657411665/2535525376
91/79, -1252881084/3077056399
91/80, -1123391269/3276800000
91/81, -997197110/3486784401
91/82, -874673163/3707398432
91/83, -756196168/3939040643
91/85, -532900914/4437053125
91/86, -428847055/4704270176
91/87, -330368948/4984209207
91/88, -237854253/5277319168
91/89, -151692814/5584059449
91/90, -72276659/5904900000
91/92, 64740767/6590815232
91/93, 121547062/6956883693
91/94, 170018121/7339040224
91/95, 209750996/7737809375
91/96, 240340555/8153726976
91/97, 261379482/8587340257
91/99, 273165256/9509900499
91/100, 263086551/10000000000
91/101, 241806110/10510100501
91/102, 208905697/11040808032
91/103, 163964892/11592740743
91/106, -47336835/13382255776
91/107, -144687088/14025517307
91/108, -256212593/14693280768
91/109, -382346874/15386239549
91/110, -523525639/16105100000
91/111, -680186780/16850581551
91/113, -1041718678/18424351793
91/114, -1247476139/19254145824
91/115, -1470489384/20113571875
91/116, -1711207225/21003416576
91/118, -2247562863/22877577568
91/120, -2860177229/24883200000
91/121, -3196226670/25937424601
91/122, -3552719443/27027081632
91/123, -3930119648/28153056843
91/124, -4328893569/29316250624
91/125, -4749509674/30517578125
91/127, -5658153228/33038369407
91/128, -6147128533/34359738368
91/129, -6659841734/35723051649
91/131, -7758401560/38579489651
91/132, -8345213513/40074642432
91/134, -9596331199/43204003424
91/135, -10261615364/44840334375
91/136, -10954039005/46525874176
91/137, -11674096798/48261724457
91/138, -12422285603/50049003168
91/139, -13199104464/51888844699
91/141, -14840639450/55730836701
91/142, -15706364583/57735339232
91/144, -17530269029/61917364224
91/145, -18489470454/64097340625
91/146, -19480856395/66338290976
91/148, -21562250073/71008211968
91/149, -22653297394/73439775749
91/150, -23778608399/75937500000
91/151, -24938708340/78502725751
91/152, -26134124653/81136812032
91/153, -27365386958/83841135993
91/155, -29937578944/89466096875
91/157, -32659564938/95388992557
91/158, -34078077943/98465804768
91/159, -35535660524/101621504799
91/160, -37032857589/104857600000
91/162, -40148285723/111577100832
91/163, -41767617528/115063617043
91/164, -43428765289/118636749824
91/165, -45132284834/122298103125
91/166, -46878734175/126049300576
91/167, -48668673508/129891985607
91/170, -54305066179/141985700000
91/171, -56274611120/146211169851
91/172, -58290479793/150536645632
91/173, -60353245498/154963892093
91/174, -62463483719/159494694624
91/176, -66828690565/168874213376
91/177, -69084821078/173726604657
91/178, -71390747883/178689902368
91/179, -73747057384/183765996899
91/180, -76154338169/188956800000
91/181, -78613181010/194264244901
91/183, -83687926868/205236901143
91/184, -86305022349/210906087424
91/185, -88976064814/216699865625
91/186, -91701655955/222620278176
91/187, -94482399648/228669389707
91/188, -97318901953/234849287168
91/190, -103161617559/247609900000
91/191, -106169053900/254194901951
91/192, -109234694933/260919263232
91/193, -112359157638/267785184193
91/194, -115543061179/274794888224
91/197, -125457641218/296709280757
91/198, -128885543423/304316815968
91/199, -132376015044/312079600999
92, 5956150564
92/3, 4746739172/243
92/5, 3615831012/3125
92/7, 2561730340/16807
92/9, 1582706084/59049
92/11, 676991844/161051
92/13, -157214108/371293
92/15, -921748828/759375
92/17, -1618484700/1419857
92/19, -2249329436/2476099
92/21, -2816226076/4084101
92/25, -3766123868/9765625
92/27, -4153187740/14348907
92/29, -4484428956/20511149
92/31, -4761967196/28629151
92/33, -4987957468/39135393
92/35, -5164590108/52521875
92/37, -5294090780/69343957
92/39, -5378720476/90224199
92/41, -5420775516/115856201
92/43, -5422587548/147008443
92/45, -5386523548/184528125
92/47, -5314985820/229345007
92/49, -5210411996/282475249
92/51, -5075275036/345025251
92/53, -4912083228/418195493
92/55, -4723380188/503284375
92/57, -4511744860/601692057
92/59, -4279791516/714924299
92/61, -4030169756/844596301
92/63, -3765564508/992436543
92/65, -3488696028/1160290625
92/67, -3202319900/1350125107
92/71, -2612243676/1804229351
92/73, -2314231388/2073071593
92/75, -2018087068/2373046875
92/77, -1726742940/2706784157
92/79, -1443166556/3077056399
92/81, -1170360796/3486784401
92/83, -911363868/3939040643
92/85, -669249308/4437053125
92/87, -447125980/4984209207
92/89, -248138076/5584059449
92/91, -75465116/6240321451
92/93, 67678052/6956883693
92/95, 178041252/7737809375
92/97, 252338980/8587340257
92/99, 287250404/9509900499
92/101, 279419364/10510100501
92/103, 225454372/11592740743
92/105, 121928612/12762815625
92/107, -34620060/14025517307
92/109, -247689116/15386239549
92/111, -520811356/16850581551
92/113, -857554908/18424351793
92/117, -1736355100/21924480357
92/119, -2285724636/23863536599
92/121, -2913341276/25937424601
92/123, -3622949788/28153056843
92/125, -4418330268/30517578125
92/127, -5303298140/33038369407
92/129, -6281704156/35723051649
92/131, -7357434396/38579489651
92/133, -8534410268/41615795893
92/135, -9816588508/44840334375
92/137, -11207961180/48261724457
92/139, -12712555676/51888844699
92/141, -14334434716/55730836701
92/143, -16077696348/59797108943
92/145, -17946473948/64097340625
92/147, -19944936220/68641485507
92/149, -22077287196/73439775749
92/151, -24347766236/78502725751
92/153, -26760648028/83841135993
92/155, -29320242588/89466096875
92/157, -32030895260/95388992557
92/159, -34896986716/101621504799
92/163, -41113185308/115063617043
92/165, -44472230428/122298103125
92/167, -48004590300/129891985607
92/169, -51714822236/137858491849
92/171, -55607518876/146211169851
92/173, -59687308188/154963892093
92/175, -63958853468/164130859375
92/177, -68426853340/173726604657
92/179, -73096041756/183765996899
92/181, -77971187996/194264244901
92/183, -83057096668/205236901143
92/185, -88358607708/216699865625
92/187, -93880596380/228669389707
92/189, -99627973276/241162079949
92/191, -105605684316/254194901951
92/193, -111818710748/267785184193
92/195, -118272069148/281950621875
92/197, -124970811420/296709280757
92/199, -131920024796/312079600999
93, 6294058836
93/2, 5651938383/32
93/4, 4428964761/1024
93/5, 3847683048/3125
93/7, 2744441718/16807
93/8, 2222040165/32768
93/10, 1234553703/100000
93/11, 769013466/161051
93/13, -106816080/371293
93/14, -517574109/537824
93/16, -1285965219/1048576
93/17, -1644080412/1419857
93/19, -2309372094/2476099
93/20, -2617044087/3200000
93/22, -3183695877/5153632
93/23, -3443184570/6436343
93/25, -3915776532/9765625
93/26, -4129402089/11881376
93/28, -4512634815/17210368
93/29, -4682777664/20511149
93/32, -5110573107/33554432
93/34, -5329671249/45435424
93/35, -5420231022/52521875
93/37, -5564794872/69343957
93/38, -5619374805/79235168
93/40, -5694587067/102400000
93/41, -5715808644/115856201
93/43, -5726972550/147008443
93/44, -5717517519/164916224
93/46, -5670056829/205962976
93/47, -5632667202/229345007
93/49, -5532126204/282475249
93/50, -5469604257/312500000
93/52, -5321647767/380204032
93/53, -5236856040/418195493
93/55, -5047269402/503284375
93/56, -4943130699/550731776
93/58, -4717819785/656356768
93/59, -4597317174/714924299
93/61, -4342308384/844596301
93/64, -3929925459/1073741824
93/65, -3785885292/1160290625
93/67, -3490042062/1350125107
93/68, -3338948775/1453933568
93/70, -3032210037/1680700000
93/71, -2877287754/1804229351
93/73, -2566162020/2073071593
93/74, -2410695129/2219006624
93/76, -2101811439/2535525376
93/77, -1949144592/2706784157
93/79, -1649252514/3077056399
93/80, -1502790627/3276800000
93/82, -1218760257/3707398432
93/83, -1081968510/3939040643
93/85, -820790472/4437053125
93/86, -697194309/4704270176
93/88, -465979755/5277319168
93/89, -359164884/5584059449
93/91, -165145494/6240321451
93/92, -78757887/6590815232
93/94, 70714131/7339040224
93/95, 132968238/7737809375
93/97, 230420148/8587340257
93/98, 264774255/9039207968
93/100, 302612793/10000000000
93/101, 305240136/10510100501
93/103, 275751510/11592740743
93/104, 242765061/12166529024
93/106, 138114951/13382255776
93/107, 65567418/14025517307
93/109, -122199024/15386239549
93/110, -238315197/16105100000
93/112, -517273347/17623416832
93/113, -681025980/18424351793
93/115, -1059371742/20113571875
93/116, -1274888919/21003416576
93/118, -1760938725/22877577568
93/119, -2032408794/23863536599
93/121, -2634599604/25937424601
93/122, -2966271177/27027081632
93/125, -4089342432/30517578125
93/127, -4949608242/33038369407
93/128, -5414669715/34359738368
93/130, -6417110577/37129300000
93/131, -6955480974/38579489651
93/133, -8109015960/41615795893
93/134, -8725184949/43204003424
93/136, -10038853659/46525874176
93/137, -10737371172/48261724457
93/139, -12220333734/51888844699
93/140, -13005809967/53782400000
93/142, -14667347037/57735339232
93/143, -15544452450/59797108943
93/145, -17393965212/64097340625
93/146, -18367430529/66338290976
93/148, -20414440695/71008211968
93/149, -21489056904/73439775749
93/151, -23743206714/78502725751
93/152, -24923825067/81136812032
93/154, -27394877289/86617093024
93/157, -31384247232/95388992557
93/158, -32791664685/98465804768
93/160, -35726292147/104857600000
