1/2, -13/32
20/39, -35955220/90224199
20/41, -47804820/115856201
20/43, -62011220/147008443
20/47, -98454420/229345007
20/49, -121190420/282475249
20/51, -147281620/345025251
20/53, -176996820/418195493
20/57, -248412820/601692057
20/59, -290689620/714924299
20/61, -337742420/844596301
20/63, -389878420/992436543
20/67, -510667220/1350125107
20/69, -579972820/1564031349
20/71, -655667220/1804229351
20/73, -738096020/2073071593
20/77, -924577620/2706784157
20/79, -1029360020/3077056399
20/81, -1142336020/3486784401
20/83, -1263889620/3939040643
20/87, -1534304020/4984209207
20/89, -1683971220/5584059449
20/91, -1843828820/6240321451
20/93, -2014299220/6956883693
20/97, -2388806420/8587340257
20/99, -2593726420/9509900499
20/101, -2811025620/10510100501
20/103, -3041164820/11592740743
20/107, -3541844820/14025517307
20/109, -3813345620/15386239549
20/111, -4099606420/16850581551
20/113, -4401126420/18424351793
20/117, -5051979220/21924480357
20/119, -5402348820/23863536599
20/121, -5770051220/25937424601
20/123, -6155624020/28153056843
20/127, -6982569620/33038369407
20/129, -7425056020/35723051649
20/131, -7887640020/38579489651
20/133, -8370897620/41615795893
20/137, -9401776020/48261724457
20/139, -9950587220/51888844699
20/141, -10522452820/55730836701
20/143, -11117987220/59797108943
20/147, -12382558420/68641485507
20/149, -13052862420/73439775749
21/22, 144627/5153632
21/23, 175182/6436343
21/25, -194124/9765625
21/26, -639345/11881376
21/29, -3300024/20511149
21/31, -6423690/28629151
21/32, -8466843/33554432
21/34, -13648089/45435424
21/37, -24569328/69343957
21/38, -29162973/79235168
21/40, -39956259/102400000
21/41, -46216380/115856201
21/43, -60618558/147008443
21/44, -68824119/164916224
21/46, -87406725/205962976
21/47, -97850298/229345007
21/50, -134199849/312500000
21/52, -162966783/380204032
21/53, -178818528/418195493
21/55, -213643794/503284375
21/58, -274256913/656356768
21/59, -296850414/714924299
21/61, -345860760/844596301
21/62, -372359253/916132832
21/64, -429550779/1073741824
21/65, -460328484/1160290625
21/67, -526463238/1350125107
21/68, -561907983/1453933568
21/71, -678288450/1804229351
21/73, -764704668/2073071593
21/74, -810701409/2219006624
21/76, -908510295/2535525376
21/79, -1070491674/3077056399
21/80, -1128755019/3276800000
21/82, -1251989193/3707398432
21/83, -1317062838/3939040643
21/85, -1454384064/4437053125
21/86, -1526737485/4704270176
21/88, -1679098323/5277319168
21/89, -1759214604/5584059449
21/92, -2015970663/6590815232
21/94, -2201377269/7339040224
21/95, -2298522954/7737809375
21/97, -2501990148/8587340257
21/100, -2831018799/10000000000
21/101, -2947289520/10510100501
21/103, -3190089378/11592740743
21/104, -3316742499/12166529024
21/106, -3580868865/13382255776
21/107, -3718469118/14025517307
21/109, -4005065064/15386239549
21/110, -4154190789/16105100000
21/113, -4625669748/18424351793
21/115, -4960742934/20113571875
21/116, -5134709055/21003416576
21/118, -5495844333/22877577568
21/121, -6071601900/25937424601
21/122, -6272885073/27027081632
21/124, -6689927559/29316250624
21/125, -6905832024/30517578125
21/127, -7352774058/33038369407
21/128, -7583959803/34359738368
21/130, -8062134969/37129300000
21/131, -8309275590/38579489651
21/134, -9083827389/43204003424
21/136, -9628578435/46525874176
21/137, -9909704028/48261724457
21/139, -10489852254/51888844699
21/142, -11406023013/57735339232
21/143, -11723991258/59797108943
21/145, -12379288404/64097340625
21/146, -12716783625/66338290976
21/148, -13411886943/71008211968
21/149, -13769664384/73439775749
22/23, 177122/6436343
22/25, 117282/9765625
22/27, -657470/14348907
22/29, -2349886/20511149
22/31, -5171166/28629151
22/35, -15087358/52521875
22/37, -22646910/69343957
22/39, -32264606/90224199
22/41, -44193886/115856201
22/43, -58696638/147008443
22/45, -76043198/184528125
22/47, -96512350/229345007
22/49, -120391326/282475249
22/51, -147975806/345025251
22/53, -179569918/418195493
22/57, -256045790/601692057
22/59, -301578046/714924299
22/61, -352420926/844596301
22/63, -408920798/992436543
22/65, -471432478/1160290625
22/67, -540319230/1350125107
22/69, -615952766/1564031349
22/71, -698713246/1804229351
22/73, -788989278/2073071593
22/75, -887177918/2373046875
22/79, -1108923486/3077056399
22/81, -1233316766/3486784401
22/83, -1367295358/3939040643
22/85, -1511298558/4437053125
22/87, -1665774110/4984209207
22/89, -1831178206/5584059449
22/91, -2007975486/6240321451
22/93, -2196639038/6956883693
22/95, -2397650398/7737809375
22/97, -2611499550/8587340257
22/101, -3079713406/10510100501
22/103, -3335100318/11592740743
22/105, -3605369438/12762815625
22/107, -3891052990/14025517307
22/109, -4192691646/15386239549
22/111, -4510834526/16850581551
22/113, -4846039198/18424351793
22/115, -5198871678/20113571875
22/117, -5569906430/21924480357
22/119, -5959726366/23863536599
22/123, -6798095678/28153056843
22/125, -7247853118/30517578125
22/127, -7718811870/33038369407
22/129, -8211597086/35723051649
22/131, -8726842366/38579489651
22/133, -9265189758/41615795893
22/135, -9827289758/44840334375
22/137, -10413801310/48261724457
22/139, -11025391806/51888844699
22/141, -11662737086/55730836701
22/145, -13017437598/64097340625
22/147, -13736186750/68641485507
22/149, -14483478526/73439775749
23/24, 214751/7962624
23/25, 282118/9765625
23/26, 175881/11881376
23/27, -130732/14348907
23/28, -665045/17210368
23/29, -1454934/20511149
23/30, -2528827/24300000
23/31, -3915704/28629151
23/32, -5645097/33554432
23/33, -7747090/39135393
23/34, -10252319/45435424
23/35, -13191972/52521875
23/36, -16597789/60466176
23/37, -20502062/69343957
23/38, -24937635/79235168
23/39, -29937904/90224199
23/40, -35536817/102400000
23/41, -41768874/115856201
23/42, -48669127/130691232
23/43, -56273180/147008443
23/44, -64617189/164916224
23/45, -73737862/184528125
23/47, -94458792/229345007
23/48, -106135225/254803968
23/49, -118740674/282475249
23/50, -132314607/312500000
23/51, -146897044/345025251
23/52, -162528557/380204032
23/53, -179250270/418195493
23/54, -197103859/459165024
23/55, -216131552/503284375
23/56, -236376129/550731776
23/57, -257880922/601692057
23/58, -280689815/656356768
23/59, -304847244/714924299
23/60, -330398197/777600000
23/61, -357388214/844596301
23/62, -385863387/916132832
23/63, -415870360/992436543
23/64, -447456329/1073741824
23/65, -480669042/1160290625
23/66, -515556799/1252332576
23/67, -552168452/1350125107
23/68, -590553405/1453933568
23/70, -672843587/1680700000
23/71, -716850384/1804229351
23/72, -762833617/1934917632
23/73, -810845450/2073071593
23/74, -860938599/2219006624
23/75, -913166332/2373046875
23/76, -967582469/2535525376
23/77, -1024241382/2706784157
23/78, -1083197995/2887174368
23/79, -1144507784/3077056399
23/80, -1208226777/3276800000
23/81, -1274411554/3486784401
23/82, -1343119247/3707398432
23/83, -1414407540/3939040643
23/84, -1488334669/4182119424
23/85, -1564959422/4437053125
23/86, -1644341139/4704270176
23/87, -1726539712/4984209207
23/88, -1811615585/5277319168
23/89, -1899629754/5584059449
23/90, -1990643767/5904900000
23/91, -2084719724/6240321451
23/93, -2282308630/6956883693
23/94, -2385948539/7339040224
23/95, -2492904312/7737809375
23/96, -2603240809/8153726976
23/97, -2717023442/8587340257
23/98, -2834318175/9039207968
23/99, -2955191524/9509900499
23/100, -3079710557/10000000000
23/101, -3207942894/10510100501
23/102, -3339956707/11040808032
23/103, -3475820720/11592740743
23/104, -3615604209/12166529024
23/105, -3759377002/12762815625
23/106, -3907209479/13382255776
23/107, -4059172572/14025517307
23/108, -4215337765/14693280768
23/109, -4375777094/15386239549
23/110, -4540563147/16105100000
23/111, -4709769064/16850581551
23/112, -4883468537/17623416832
23/113, -5061735810/18424351793
23/114, -5244645679/19254145824
23/116, -5624695149/21003416576
23/117, -5821987102/21924480357
23/118, -6024226355/22877577568
23/119, -6231490464/23863536599
23/120, -6443857537/24883200000
23/121, -6661406234/25937424601
23/122, -6884215767/27027081632
23/123, -7112365900/28153056843
23/124, -7345936949/29316250624
23/125, -7585009782/30517578125
23/126, -7829665819/31757969376
23/127, -8079987032/33038369407
23/128, -8336055945/34359738368
23/129, -8597955634/35723051649
23/130, -8865769727/37129300000
23/131, -9139582404/38579489651
23/132, -9419478397/40074642432
23/133, -9705542990/41615795893
23/134, -9997862019/43204003424
23/135, -10296521872/44840334375
23/136, -10601609489/46525874176
23/137, -10913212362/48261724457
23/139, -11556316604/51888844699
23/140, -11887995717/53782400000
23/141, -12226545574/55730836701
23/142, -12572056427/57735339232
23/143, -12924619080/59797108943
23/144, -13284324889/61917364224
23/145, -13651265762/64097340625
23/146, -14025534159/66338290976
23/147, -14407223092/68641485507
23/148, -14796426125/71008211968
23/149, -15193237374/73439775749
24/25, 258024/9765625
24/29, -660120/20511149
24/31, -2702616/28629151
24/35, -11198616/52521875
24/37, -18177432/69343957
24/41, -38979096/115856201
24/43, -53382552/147008443
24/47, -91715352/229345007
24/49, -116280600/282475249
24/53, -177867672/418195493
24/55, -215580696/503284375
24/59, -306642840/714924299
24/61, -360738456/844596301
24/65, -487994136/1160290625
24/67, -561955992/1350125107
24/71, -732621336/1804229351
24/73, -830181912/2073071593
24/77, -1051970712/2706784157
24/79, -1177111320/3077056399
24/83, -1458235032/3939040643
24/85, -1615185816/4437053125
24/89, -1964353560/5584059449
24/91, -2157593496/6240321451
24/95, -2584012056/7737809375
24/97, -2818268952/8587340257
24/101, -3331642776/10510100501
24/103, -3611893272/11592740743
24/107, -4222424472/14025517307
24/109, -4553894040/15386239549
24/113, -5272282392/18424351793
24/115, -5660445336/20113571875
24/119, -6497888280/23863536599
24/121, -6948467736/25937424601
24/125, -7916660376/30517578125
24/127, -8435628312/33038369407
24/131, -9546763416/38579489651
24/133, -10140340632/41615795893
24/137, -11407108632/48261724457
24/139, -12081764760/51888844699
24/143, -13517353752/59797108943
24/145, -14279807256/64097340625
24/149, -15897903000/73439775749
25/26, 307475/11881376
25/27, 428350/14348907
25/28, 331725/17210368
25/29, -13900/20511149
25/31, -1581150/28629151
25/32, -2868775/33554432
25/33, -4537400/39135393
25/34, -6621525/45435424
25/36, -12177275/60466176
25/37, -15720900/69343957
25/38, -19824025/79235168
25/39, -24524150/90224199
25/41, -35868400/115856201
25/42, -42590525/130691232
25/43, -50065650/147008443
25/44, -58334275/164916224
25/46, -77417025/205962976
25/47, -88315150/229345007
25/48, -100174775/254803968
25/49, -113039400/282475249
25/51, -141960650/345025251
25/52, -158107275/380204032
25/53, -175438900/418195493
25/54, -194002025/459165024
25/56, -235011775/550731776
25/57, -257554400/601692057
25/58, -281520525/656356768
25/59, -306959650/714924299
25/61, -362457900/844596301
25/62, -392619025/916132832
25/63, -424457150/992436543
25/64, -458024775/1073741824
25/66, -530561525/1252332576
25/67, -569638650/1350125107
25/68, -610661275/1453933568
25/69, -653684900/1564031349
25/71, -745960150/1804229351
25/72, -795325775/1934917632
25/73, -846920400/2073071593
25/74, -900802525/2219006624
25/76, -1015666275/2535525376
25/77, -1076767900/2706784157
25/78, -1140397025/2887174368
25/79, -1206615150/3077056399
25/81, -1347067400/3486784401
25/82, -1421427525/3707398432
25/83, -1498628650/3939040643
25/84, -1578735275/4182119424
25/86, -1747926025/4704270176
25/87, -1837142150/4984209207
25/88, -1929527775/5277319168
25/89, -2025150400/5584059449
25/91, -2226379650/6240321451
25/92, -2332124275/6590815232
25/93, -2441381900/6956883693
25/94, -2554223025/7339040224
25/96, -2790940775/8153726976
25/97, -2914961400/8587340257
25/98, -3042853525/9039207968
25/99, -3174690650/9509900499
25/101, -3450496900/10510100501
25/102, -3594616025/11040808032
25/103, -3742980150/11592740743
25/104, -3895665775/12166529024
25/106, -4214310525/13382255776
25/107, -4380425650/14025517307
25/108, -4551174275/14693280768
25/109, -4726635900/15386239549
25/111, -5092019150/16850581551
25/112, -5282102775/17623416832
25/113, -5477223400/18424351793
25/114, -5677463525/19254145824
25/116, -6093635275/21003416576
25/117, -6309734900/21924480357
25/118, -6531290025/22877577568
25/119, -6758386150/23863536599
25/121, -7229546400/25937424601
25/122, -7473784525/27027081632
25/123, -7723911650/28153056843
25/124, -7980016275/29316250624
25/126, -8510515025/31757969376
25/127, -8785089150/33038369407
25/128, -9066000775/34359738368
25/129, -9353341400/35723051649
25/131, -9947678650/38579489651
25/132, -10254861275/40074642432
25/133, -10568844900/41615795893
25/134, -10889724025/43204003424
25/136, -11552549775/46525874176
25/137, -11894688400/48261724457
25/138, -12244106525/50049003168
25/139, -12600901650/51888844699
25/141, -13337015900/55730836701
25/142, -13716533025/57735339232
25/143, -14103823150/59797108943
25/144, -14498986775/61917364224
25/146, -15313339525/66338290976
25/147, -15732732650/68641485507
25/148, -16160407275/71008211968
25/149, -16596466900/73439775749
26/27, 363662/14348907
26/29, 431886/20511149
26/31, -604370/28629151
26/33, -3024658/39135393
26/35, -7118514/52521875
26/37, -13185458/69343957
26/41, -32486610/115856201
26/43, -46369778/147008443
26/45, -63523954/184528125
26/47, -84298578/229345007
26/49, -109053074/282475249
26/51, -138156850/345025251
26/53, -171989298/418195493
26/55, -210939794/503284375
26/57, -255407698/601692057
26/59, -305802354/714924299
26/61, -362543090/844596301
26/63, -426059218/992436543
26/67, -575184818/1350125107
26/69, -661702834/1564031349
26/71, -756813330/1804229351
26/73, -860995538/2073071593
26/75, -974738674/2373046875
26/77, -1098541938/2706784157
26/79, -1232914514/3077056399
26/81, -1378375570/3486784401
26/83, -1535454258/3939040643
26/85, -1704689714/4437053125
26/87, -1886631058/4984209207
26/89, -2081837394/5584059449
26/93, -2514331378/6956883693
26/95, -2752787154/7737809375
26/97, -3006844178/8587340257
26/99, -3277111474/9509900499
26/101, -3564208050/10510100501
26/103, -3868762898/11592740743
26/105, -4191414994/12762815625
26/107, -4532813298/14025517307
26/109, -4893616754/15386239549
26/111, -5274494290/16850581551
26/113, -5676124818/18424351793
26/115, -6099197234/20113571875
26/119, -7012473234/23863536599
26/121, -7504104530/25937424601
26/123, -8020033138/28153056843
26/125, -8560997874/30517578125
26/127, -9127747538/33038369407
26/129, -9721040914/35723051649
26/131, -10341646770/38579489651
26/133, -10990343858/41615795893
26/135, -11667920914/44840334375
26/137, -12375176658/48261724457
26/139, -13112919794/51888844699
26/141, -13881969010/55730836701
26/145, -15517310354/64097340625
26/147, -16385289778/68641485507
26/149, -17287949874/73439775749
27/28, 427167/17210368
27/29, 622134/20511149
27/31, 170964/28629151
27/32, -549045/33554432
27/34, -3167451/45435424
27/35, -5143608/52521875
27/37, -10629090/69343957
27/38, -14220063/79235168
27/40, -23307453/102400000
27/41, -28889406/115856201
27/43, -42348528/147008443
27/44, -50315121/164916224
27/46, -68950791/205962976
27/47, -79713180/229345007
27/49, -104365206/282475249
27/50, -118352043/312500000
27/52, -149895225/380204032
27/53, -167552658/418195493
27/55, -206896788/503284375
27/56, -228688461/550731776
27/58, -276778323/656356768
27/59, -303185376/714924299
27/61, -361000746/844596301
27/62, -392521815/916132832
27/64, -461077461/1073741824
27/65, -498228678/1160290625
27/67, -578574360/1350125107
27/68, -621889353/1453933568
27/70, -715109823/1680700000
27/71, -765139716/1804229351
27/73, -872354718/2073071593
27/74, -929668131/2219006624
27/76, -1052032401/2535525376
27/77, -1117215450/2706784157
27/79, -1255918716/3077056399
27/80, -1329575013/3276800000
27/82, -1485841995/3707398432
27/83, -1568592648/3939040643
27/85, -1743683058/4437053125
27/86, -1836166671/4704270176
27/88, -2031375213/5277319168
27/89, -2134247886/5584059449
27/91, -2350904256/6240321451
27/92, -2464839585/6590815232
27/94, -2704308471/7339040224
27/95, -2829997548/7737809375
27/97, -3093678630/8587340257
27/98, -3231830043/9039207968
27/100, -3521157993/10000000000
27/101, -3672497826/10510100501
27/103, -3988942308/11592740743
27/104, -4154214141/12166529024
27/106, -4499279811/13382255776
27/107, -4679244720/14025517307
27/109, -5054471226/15386239549
27/110, -5249907783/16105100000
27/112, -5656869765/17623416832
27/113, -5868574038/18424351793
27/115, -6308881128/20113571875
27/116, -6537666681/21003416576
27/118, -7012963503/22877577568
27/119, -7259661396/23863536599
27/121, -7771627566/25937424601
27/122, -8037086355/27027081632
27/124, -8587436481/29316250624
27/125, -8872522218/30517578125
27/127, -9463005900/33038369407
27/128, -9768602133/34359738368
27/130, -10401003963/37129300000
27/131, -10728011736/38579489651
27/133, -11404151298/41615795893
27/134, -11753489151/43204003424
27/136, -12475221021/46525874176
27/137, -12847824990/48261724457
27/139, -13617038736/51888844699
27/140, -14013862353/53782400000
27/142, -14832482535/57735339232
27/143, -15254496828/59797108943
27/145, -16124482998/64097340625
27/146, -16572676491/66338290976
27/148, -17496023193/71008211968
27/149, -17971401906/73439775749
28/29, 498596/20511149
28/31, 684516/28629151
28/33, -472220/39135393
28/37, -8114652/69343957
28/39, -15277724/90224199
28/41, -25138204/115856201
28/43, -38061660/147008443
28/45, -54424412/184528125
28/47, -74613532/229345007
28/51, -128072924/345025251
28/53, -162171100/418195493
28/55, -201751452/503284375
28/57, -247254812/601692057
28/59, -299132764/714924299
28/61, -357847644/844596301
28/65, -497691292/1160290625
28/67, -579798492/1350125107
28/69, -670699484/1564031349
28/71, -770910364/1804229351
28/73, -880957980/2073071593
28/75, -1001379932/2373046875
28/79, -1275551004/3077056399
28/81, -1430429084/3486784401
28/83, -1597939420/3939040643
28/85, -1778673372/4437053125
28/87, -1973233052/4984209207
28/89, -2182231324/5584059449
28/93, -2646048860/6956883693
28/95, -2902147612/7737809375
28/97, -3175243932/8587340257
28/99, -3466004444/9509900499
28/101, -3775106524/10510100501
28/103, -4103238300/11592740743
28/107, -4819397212/14025517307
28/109, -5208854364/15386239549
28/111, -5620201244/16850581551
28/113, -6054179740/18424351793
28/115, -6511542492/20113571875
28/117, -6993052892/21924480357
28/121, -8031623964/25937424601
28/123, -8590265180/28153056843
28/125, -9176215132/30517578125
28/127, -9790290972/33038369407
28/129, -10433320604/35723051649
28/131, -11106142684/38579489651
28/135, -12544572572/44840334375
28/137, -13311911452/48261724457
28/139, -14112504924/51888844699
28/141, -14947245404/55730836701
28/143, -15817036060/59797108943
28/145, -16722790812/64097340625
28/149, -18645902044/73439775749
29/30, 578579/24300000
29/31, 872494/28629151
29/32, 840333/33554432
29/33, 439988/39135393
29/34, -371345/45435424
29/35, -1637166/52521875
29/36, -3401671/60466176
29/37, -5709752/69343957
29/38, -8606997/79235168
29/39, -12139690/90224199
29/40, -16354811/102400000
29/41, -21300036/115856201
29/42, -27023737/130691232
29/43, -33574982/147008443
29/44, -41003535/164916224
29/45, -49359856/184528125
29/46, -58695101/205962976
29/47, -69061122/229345007
29/48, -80510467/254803968
29/49, -93096380/282475249
29/50, -106872801/312500000
29/51, -121894366/345025251
29/52, -138216407/380204032
29/53, -155894952/418195493
29/54, -174986725/459165024
29/55, -195549146/503284375
29/56, -217640331/550731776
29/57, -241319092/601692057
29/59, -293678070/714924299
29/60, -322479391/777600000
29/61, -353110496/844596301
29/62, -385633677/916132832
29/63, -420111922/992436543
29/64, -456608915/1073741824
29/65, -495189036/1160290625
29/66, -535917361/1252332576
29/67, -578859662/1350125107
29/68, -624082407/1453933568
29/69, -671652760/1564031349
29/70, -721638581/1680700000
29/71, -774108426/1804229351
29/72, -829131547/1934917632
29/73, -886777892/2073071593
29/74, -947118105/2219006624
29/75, -1010223526/2373046875
29/76, -1076166191/2535525376
29/77, -1145018832/2706784157
29/78, -1216854877/2887174368
29/79, -1291748450/3077056399
29/80, -1369774371/3276800000
29/81, -1451008156/3486784401
29/82, -1535526017/3707398432
29/83, -1623404862/3939040643
29/84, -1714722295/4182119424
29/85, -1809556616/4437053125
29/86, -1907986821/4704270176
29/88, -2115954347/5277319168
29/89, -2225653140/5584059449
29/90, -2339270761/5904900000
29/91, -2456889686/6240321451
29/92, -2578593087/6590815232
29/93, -2704464832/6956883693
29/94, -2834589485/7339040224
29/95, -2969052306/7737809375
29/96, -3107939251/8153726976
29/97, -3251336972/8587340257
29/98, -3399332817/9039207968
29/99, -3552014830/9509900499
29/100, -3709471751/10000000000
29/101, -3871793016/10510100501
29/102, -4039068757/11040808032
29/103, -4211389802/11592740743
29/104, -4388847675/12166529024
29/105, -4571534596/12762815625
29/106, -4759543481/13382255776
29/107, -4952967942/14025517307
29/108, -5151902287/14693280768
29/109, -5356441520/15386239549
29/110, -5566681341/16105100000
29/111, -5782718146/16850581551
29/112, -6004649027/17623416832
29/113, -6232571772/18424351793
29/114, -6466584865/19254145824
29/115, -6706787486/20113571875
29/117, -7206161512/21924480357
29/118, -7465534757/22877577568
29/119, -7731501210/23863536599
29/120, -8004163531/24883200000
29/121, -8283625076/25937424601
29/122, -8569989897/27027081632
29/123, -8863362742/28153056843
29/124, -9163849055/29316250624
29/125, -9471554976/30517578125
29/126, -9786587341/31757969376
29/127, -10109053682/33038369407
29/128, -10439062227/34359738368
29/129, -10776721900/35723051649
29/130, -11122142321/37129300000
29/131, -11475433806/38579489651
29/132, -11836707367/40074642432
29/133, -12206074712/41615795893
29/134, -12583648245/43204003424
29/135, -12969541066/44840334375
29/136, -13363866971/46525874176
29/137, -13766740452/48261724457
29/138, -14178276697/50049003168
29/139, -14598591590/51888844699
29/140, -15027801711/53782400000
29/141, -15466024336/55730836701
29/142, -15913377437/57735339232
29/143, -16369979682/59797108943
29/144, -16835950435/61917364224
29/146, -17796478401/66338290976
29/147, -18291277822/68641485507
29/148, -18795930167/71008211968
29/149, -19310558280/73439775749
30/31, 667770/28629151
30/37, -3486630/69343957
30/41, -17447430/115856201
30/43, -28960230/147008443
30/47, -63124230/229345007
30/49, -86639430/282475249
30/53, -148782630/418195493
30/59, -286864230/714924299
30/61, -346825830/844596301
30/67, -575771430/1350125107
30/71, -774729030/1804229351
30/73, -889799430/2073071593
30/77, -1154061030/2706784157
30/79, -1304461830/3077056399
30/83, -1644913830/3939040643
30/89, -2264394630/5584059449
30/91, -2502563430/6240321451
30/97, -3321772230/8587340257
30/101, -3962334630/10510100501
30/103, -4313154630/11592740743
30/107, -5079673830/14025517307
30/109, -5496928230/15386239549
30/113, -6403401030/18424351793
30/119, -7955289030/23863536599
30/121, -8527185030/25937424601
30/127, -10418769030/33038369407
30/131, -11835304230/38579489651
30/133, -12592945830/41615795893
30/137, -14211642630/48261724457
30/139, -15074598630/51888844699
30/143, -16912564230/59797108943
30/149, -19964507430/73439775749
31/32, 766847/33554432
31/33, 1189222/39135393
31/34, 1219881/45435424
31/35, 810836/52521875
31/36, -86645/60466176
31/37, -1522038/69343957
31/38, -3545563/79235168
31/39, -6208184/90224199
31/40, -9561609/102400000
31/41, -13658290/115856201
31/42, -18551423/130691232
31/43, -24294948/147008443
31/44, -30943549/164916224
31/45, -38552654/184528125
31/46, -47178435/205962976
31/47, -56877808/229345007
31/48, -67708433/254803968
31/49, -79728714/282475249
31/50, -92997799/312500000
31/51, -107575580/345025251
31/52, -123522693/380204032
31/53, -140900518/418195493
31/54, -159771179/459165024
31/55, -180197544/503284375
31/56, -202243225/550731776
31/57, -225972578/601692057
31/58, -251450703/656356768
31/59, -278743444/714924299
31/60, -307917389/777600000
31/61, -339039870/844596301
31/63, -407403488/992436543
31/64, -444783009/1073741824
31/65, -484387834/1160290625
31/66, -526289015/1252332576
31/67, -570558348/1350125107
31/68, -617268373/1453933568
31/69, -666492374/1564031349
31/70, -718304379/1680700000
31/71, -772779160/1804229351
31/72, -829992233/1934917632
31/73, -890019858/2073071593
31/74, -952939039/2219006624
31/75, -1018827524/2373046875
31/76, -1087763805/2535525376
31/77, -1159827118/2706784157
31/78, -1235097443/2887174368
31/79, -1313655504/3077056399
31/80, -1395582769/3276800000
31/81, -1480961450/3486784401
31/82, -1569874503/3707398432
31/83, -1662405628/3939040643
31/84, -1758639269/4182119424
31/85, -1858660614/4437053125
31/86, -1962555595/4704270176
31/87, -2070410888/4984209207
31/88, -2182313913/5277319168
31/89, -2298352834/5584059449
31/90, -2418616559/5904900000
31/91, -2543194740/6240321451
31/92, -2672177773/6590815232
31/94, -2943723699/7339040224
31/95, -3086471104/7737809375
31/96, -3233992385/8153726976
31/97, -3386381658/8587340257
31/98, -3543733783/9039207968
31/99, -3706144364/9509900499
31/100, -3873709749/10000000000
31/101, -4046527030/10510100501
31/102, -4224694043/11040808032
31/103, -4408309368/11592740743
31/104, -4597472329/12166529024
31/105, -4792282994/12762815625
31/106, -4992842175/13382255776
31/107, -5199251428/14025517307
31/108, -5411613053/14693280768
31/109, -5630030094/15386239549
31/110, -5854606339/16105100000
31/111, -6085446320/16850581551
31/112, -6322655313/17623416832
31/113, -6566339338/18424351793
31/114, -6816605159/19254145824
31/115, -7073560284/20113571875
31/116, -7337312965/21003416576
31/117, -7607972198/21924480357
31/118, -7885647723/22877577568
31/119, -8170450024/23863536599
31/120, -8462490329/24883200000
31/121, -8761880610/25937424601
31/122, -9068733583/27027081632
31/123, -9383162708/28153056843
31/125, -10035206974/30517578125
31/126, -10373052755/31757969376
31/127, -10718935968/33038369407
31/128, -11072973793/34359738368
31/129, -11435284154/35723051649
31/130, -11805985719/37129300000
31/131, -12185197900/38579489651
31/132, -12573040853/40074642432
31/133, -12969635478/41615795893
31/134, -13375103419/43204003424
31/135, -13789567064/44840334375
31/136, -14213149545/46525874176
31/137, -14645974738/48261724457
31/138, -15088167263/50049003168
31/139, -15539852484/51888844699
31/140, -16001156509/53782400000
31/141, -16472206190/55730836701
31/142, -16953129123/57735339232
31/143, -17444053648/59797108943
31/144, -17945108849/61917364224
31/145, -18456424554/64097340625
31/146, -18978131335/66338290976
31/147, -19510360508/68641485507
31/148, -20053244133/71008211968
31/149, -20606915014/73439775749
32/33, 876512/39135393
32/35, 1447392/52521875
32/37, 102880/69343957
32/39, -3574816/90224199
32/41, -10015776/115856201
32/43, -19662368/147008443
32/45, -32969248/184528125
32/47, -50403360/229345007
32/49, -72443936/282475249
32/51, -99582496/345025251
32/53, -132322848/418195493
32/55, -171181088/503284375
32/57, -216685600/601692057
32/59, -269377056/714924299
32/61, -329808416/844596301
32/63, -398544928/992436543
32/65, -476164128/1160290625
32/67, -563255840/1350125107
32/69, -660422176/1564031349
32/71, -768277536/1804229351
32/73, -887448608/2073071593
32/75, -1018574368/2373046875
32/77, -1162306080/2706784157
32/79, -1319307296/3077056399
32/81, -1490253856/3486784401
32/83, -1675833888/3939040643
32/85, -1876747808/4437053125
32/87, -2093708320/4984209207
32/89, -2327440416/5584059449
32/91, -2578681376/6240321451
32/93, -2848180768/6956883693
32/95, -3136700448/7737809375
32/97, -3445014560/8587340257
32/99, -3773909536/9509900499
32/101, -4124184096/10510100501
32/103, -4496649248/11592740743
32/105, -4892128288/12762815625
32/107, -5311456800/14025517307
32/109, -5755482656/15386239549
32/111, -6225066016/16850581551
32/113, -6721079328/18424351793
32/115, -7244407328/20113571875
32/117, -7795947040/21924480357
32/119, -8376607776/23863536599
32/121, -8987311136/25937424601
32/123, -9628991008/28153056843
32/125, -10302593568/30517578125
32/127, -11009077280/33038369407
32/129, -11749412896/35723051649
32/131, -12524583456/38579489651
32/133, -13335584288/41615795893
32/135, -14183423008/44840334375
32/137, -15069119520/48261724457
32/139, -15993706016/51888844699
32/141, -16958226976/55730836701
32/143, -17963739168/59797108943
32/145, -19011311648/64097340625
32/147, -20102025760/68641485507
32/149, -21236975136/73439775749
33/34, 997491/45435424
33/35, 1582878/52521875
33/37, 1302708/69343957
33/38, 327855/79235168
33/40, -3570567/102400000
33/41, -6608184/115856201
33/43, -15151290/147008443
33/46, -35032569/205962976
33/47, -43788822/229345007
33/49, -64871664/282475249
33/50, -77326557/312500000
33/52, -106389987/380204032
33/53, -123131580/418195493
33/56, -183010839/550731776
33/58, -231670725/656356768
33/59, -258835434/714924299
33/61, -319196724/844596301
33/62, -352540617/916132832
33/64, -425929119/1073741824
33/65, -466125792/1160290625
33/67, -553910082/1350125107
33/68, -601654515/1453933568
33/70, -705245937/1680700000
33/71, -761254494/1804229351
33/73, -882107160/2073071593
33/74, -947117589/2219006624
33/76, -1086728379/2535525376
33/79, -1321408374/3077056399
33/80, -1406721327/3276800000
